yearWeekTime,rank,movieCd,movieNm,openDt,salesAmt,salesAcc,audiCnt,audiAcc,scrnCnt,showCnt
201820,7,20182046,"안녕, 나의 소녀",2018-05-16,384103434,385363434,48655,48835,155,1971
201820,8,20183321,마징가 Z: 인피니티,2018-05-17,111400300,114448300,13588,13924,332,1468
201820,9,20182561,당갈,2018-04-25,104133300,816118300,12866,97632,118,836
201820,10,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,100564000,331771600,11778,37969,53,675
201819,1,20177478,어벤져스: 인피니티 워,2018-04-25,15205654257,90521923401,1636058,10133968,2122,56137
201819,2,20177005,레슬러,2018-05-09,4339018057,4627114057,504073,536771,957,23528
201819,3,20189783,챔피언,2018-05-01,3109496043,9013945130,366339,1067554,874,18725
201819,4,20182989,커다랗고 커다랗고 커다란 배,2018-05-03,374979500,710580300,47395,89577,335,1553
201819,5,20182984,얼리맨,2018-05-03,355932100,893337600,46760,116005,511,2237
201819,6,20182561,당갈,2018-04-25,214391400,711985000,24574,84766,114,1209
201819,7,20137352,루비 스팍스,2018-05-10,163645400,169621400,18035,18699,149,1903
201819,8,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,142764200,231207600,16249,26191,55,597
201819,9,20182352,"그날, 바다",2018-04-12,121616700,4404932400,15145,534665,228,1603
201819,10,20182385,매직빈,2018-05-03,113236200,414087200,15081,53877,401,1099
201818,1,20177478,어벤져스: 인피니티 워,2018-04-25,33547933613,75316269144,3733415,8497910,2462,75829
201818,2,20189783,챔피언,2018-05-01,5898921087,5904449087,700520,701215,839,21949
201818,3,20182984,얼리맨,2018-05-03,508004500,537405500,65498,69245,597,2558
201818,4,20182352,"그날, 바다",2018-04-12,338831300,4283315700,43225,519520,415,2635
201818,5,20182989,커다랗고 커다랗고 커다란 배,2018-05-03,327696800,335600800,41194,42182,350,1368
201818,6,20182385,매직빈,2018-05-03,292461000,300851000,37596,38796,534,2064
201818,7,20183195,레오나르도 다 빈치,2018-04-26,256951800,404465200,33078,51218,207,1221
201818,8,20177005,레슬러,2018-05-09,267612000,288096000,30072,32698,151,307
201818,9,20182561,당갈,2018-04-25,156613700,497593600,19346,60192,242,1118
201818,10,20176069,원더스트럭,2018-05-03,112451700,120709200,13100,13987,111,968
201817,1,20177478,어벤져스: 인피니티 워,2018-04-25,41768335531,41768335531,4764495,4764495,2553,61375
201817,2,20176917,램페이지,2018-04-12,914752869,11852177696,113177,1372657,817,9933
201817,3,20182352,"그날, 바다",2018-04-12,721052200,3944484400,90514,476295,595,6954
201817,4,20181788,콰이어트 플레이스,2018-04-12,353927122,4379421249,42373,502875,478,4149
201817,5,20167007,살인소설,2018-04-25,303864800,307112800,37962,38368,434,3943
201817,6,20182561,당갈,2018-04-25,302150900,340979900,36136,40846,260,1987
201817,7,20153447,바람 바람 바람,2018-04-05,253548600,9765772375,32329,1191776,479,3622
201817,8,20177266,나를 기억해,2018-04-19,248513947,1209399692,30923,138198,499,4783
201817,9,20171122,레디 플레이어 원,2018-03-28,212178600,19855491271,23738,2246322,446,2508
201817,10,20183195,레오나르도 다 빈치,2018-04-26,142461400,147513400,17547,18140,150,627
201816,1,20176917,램페이지,2018-04-12,4946852755,10937424827,572862,1259480,887,27573
201816,2,20182352,"그날, 바다",2018-04-12,1713994800,3223432200,207516,385781,643,12642
201816,3,20181788,콰이어트 플레이스,2018-04-12,1698252463,4025494127,194806,460502,560,13851
201816,4,20171122,레디 플레이어 원,2018-03-28,1470717400,19643312671,156482,2222584,515,9911
201816,5,20153447,바람 바람 바람,2018-04-05,1258576092,9512223775,149810,1159447,562,13349
201816,6,20177266,나를 기억해,2018-04-19,952738945,960885745,106442,107275,545,9208
201816,7,20180804,곤지암,2018-03-28,813671400,21332218044,95119,2662377,499,8554
201816,8,20181561,덕구,2018-04-05,342868300,2236629800,45043,292804,328,3683
201816,9,20182360,정글번치: 최강 악당의 등장,2018-04-19,231281900,250587900,29028,31087,331,1329
201816,10,20182701,크리미널 스쿼드,2018-04-19,179571900,181371900,21362,21562,361,2859
201815,1,20176917,램페이지,2018-04-12,5990572072,5990572072,686618,686618,909,16709
201815,2,20153447,바람 바람 바람,2018-04-05,3225327642,8253647683,392663,1009637,884,23269
201815,3,20171122,레디 플레이어 원,2018-03-28,3021056258,18172595271,340040,2066102,786,16909
201815,4,20180804,곤지암,2018-03-28,2643142436,20518546644,318853,2567258,845,20691
201815,5,20181788,콰이어트 플레이스,2018-04-12,2141275064,2327241664,243908,265696,677,10586
201815,6,20182352,"그날, 바다",2018-04-12,1504559400,1509437400,177719,178265,569,5897
201815,7,20181561,덕구,2018-04-05,829058200,1893761500,109909,247761,505,7150
201815,8,20170669,지금 만나러 갑니다,2018-03-14,476868900,20679703228,60705,2586440,495,5664
201815,9,20165045,머니백,2018-04-12,282752700,323300700,35030,40109,472,4226
201815,10,20178424,레이디 버드,2018-04-04,220499600,619673100,27446,77198,297,2418
201814,1,20180804,곤지암,2018-03-28,7128536434,17875404208,881025,2248405,989,34616
201814,2,20171122,레디 플레이어 원,2018-03-28,6614881934,15151539013,739353,1726062,982,25941
201814,3,20153447,바람 바람 바람,2018-04-05,4933834841,5028320041,605327,616974,985,17327
201814,4,20170669,지금 만나러 갑니다,2018-03-14,1611338325,20202834328,204504,2525735,681,13427
201814,5,20181561,덕구,2018-04-05,1007501300,1064703300,130095,137852,544,6504
201814,6,20154908,7년의 밤,2018-03-28,721625200,3870290924,95234,513356,639,9637
201814,7,20178424,레이디 버드,2018-04-04,363607500,399173500,45610,49752,344,3553
201814,8,20182021,번개맨과 신비의 섬,2018-04-05,284307200,289381200,35778,36416,191,1108
201814,9,20178522,콜 미 바이 유어 네임,2018-03-22,248414800,1285961600,30084,155275,156,2094
201814,10,20181788,콰이어트 플레이스,2018-04-12,185966600,185966600,21788,21788,206,735
201813,1,20180804,곤지암,2018-03-28,10215420474,10746867774,1299451,1367380,1124,22245
201813,2,20171122,레디 플레이어 원,2018-03-28,8508241079,8536657079,984512,986709,1079,21358
201813,3,20170669,지금 만나러 갑니다,2018-03-14,3777918247,18591496003,497485,2321231,1072,21719
201813,4,20154908,7년의 밤,2018-03-28,3109837224,3148665724,413820,418122,872,15276
201813,5,20174603,퍼시픽 림: 업라이징,2018-03-21,1495534753,8773420895,193985,1052386,1038,17128
201813,6,20178522,콜 미 바이 유어 네임,2018-03-22,462310600,1037546800,57929,125191,175,3138
201813,7,20170841,리틀 포레스트,2018-02-28,216190400,11855826585,29947,1496204,458,2718
201813,8,20181366,미니특공대X,2018-03-22,217884500,623864700,29395,83232,347,1952
201813,9,20178781,사라진 밤,2018-03-07,196824800,10688022116,26311,1314308,509,3851
201813,10,20173962,소공녀,2018-03-22,151893100,337395400,19801,42346,284,1920
201812,1,20170669,지금 만나러 갑니다,2018-03-14,7566317608,14813577756,942843,1823746,1191,31560
201812,2,20174603,퍼시픽 림: 업라이징,2018-03-21,7275886142,7277886142,858201,858401,1145,29060
201812,3,20178781,사라진 밤,2018-03-07,1416036079,10491197316,178846,1287997,684,14507
201812,4,20170841,리틀 포레스트,2018-02-28,889079963,11639636185,112681,1466257,546,8595
201812,5,20178522,콜 미 바이 유어 네임,2018-03-22,538307700,575236200,63259,67262,192,2706
201812,6,20180804,곤지암,2018-03-28,475249300,531447300,61369,67929,153,587
201812,7,20172244,치즈인더트랩,2018-03-14,483739600,1827732900,58793,220587,295,5541
201812,8,20181366,미니특공대X,2018-03-22,398240200,405980200,52971,53837,458,2026
201812,9,20180302,허리케인 하이스트,2018-03-14,383276800,1691528348,50084,209225,486,6374
201812,10,20178449,쓰리 빌보드,2018-03-15,288186800,634737900,35366,76440,97,1509
201811,1,20170669,지금 만나러 갑니다,2018-03-14,7139404648,7247260148,867156,880903,1163,23445
201811,2,20178781,사라진 밤,2018-03-07,3663036610,9075161237,455173,1109151,800,23798
201811,3,20170841,리틀 포레스트,2018-02-28,1840575942,10750556222,230096,1353576,655,14729
201811,4,20172244,치즈인더트랩,2018-03-14,1327393300,1343993300,159720,161794,364,7722
201811,5,20180302,허리케인 하이스트,2018-03-14,1306028548,1308251548,158894,159141,544,8860
201811,6,20180564,툼레이더,2018-03-08,1134151958,4316565662,141078,516045,715,13076
201811,7,20150969,궁합,2018-02-28,431728800,10393302138,58401,1327441,573,7052
201811,8,20173436,셰이프 오브 워터: 사랑의 모양,2018-02-22,390670700,3966631000,47010,476151,279,2853
201811,9,20178449,쓰리 빌보드,2018-03-15,314433300,346551100,37346,41074,110,1086
201811,10,20170561,블랙 팬서,2018-02-14,287781600,45710228657,36213,5376460,417,2966
201810,1,20178781,사라진 밤,2018-03-07,5400540627,5412124627,652526,653978,925,17535
201810,2,20170841,리틀 포레스트,2018-02-28,3517300550,8909980280,436907,1123480,766,21132
201810,3,20180564,툼레이더,2018-03-08,3182413704,3182413704,374967,374967,806,15013
201810,4,20150969,궁합,2018-02-28,2687667623,9961573338,344812,1269040,856,22063
201810,5,20170561,블랙 팬서,2018-02-14,1170682700,45422447057,144272,5340247,666,10821
201810,6,20177946,월요일이 사라졌다,2018-02-22,910906000,7235952000,109482,872181,306,6305
201810,7,20173436,셰이프 오브 워터: 사랑의 모양,2018-02-22,837377300,3575960300,101270,429141,303,4596
201810,8,20178490,온리 더 브레이브,2018-03-07,301796400,318981400,37931,40003,301,3093
201810,9,20189861,더 포스트,2018-02-28,269907300,885763000,34359,111760,273,2358
201810,10,20176070,플로리다 프로젝트,2018-03-07,278963800,348503500,32766,41099,126,2126
201809,1,20150969,궁합,2018-02-28,7249951715,7273905715,921549,924228,966,21936
201809,2,20170561,블랙 팬서,2018-02-14,5610027255,44251764357,699366,5195975,1153,24448
201809,3,20170841,리틀 포레스트,2018-02-28,5294848030,5392679730,672329,686573,884,20384
201809,4,20177946,월요일이 사라졌다,2018-02-22,4022993000,6325046000,494804,762699,381,9967
201809,5,20173436,셰이프 오브 워터: 사랑의 모양,2018-02-22,1333322745,2738583000,165311,327871,351,6061
201809,6,20179731,나미야 잡화점의 기적,2018-02-28,1174142185,1192152185,155241,157331,532,6043
201809,7,20180341,레드 스패로,2018-02-28,650376700,651948700,81068,81330,389,3896
201809,8,20180542,50가지 그림자: 해방,2018-02-21,618328400,1644466700,74613,191205,200,3528
201809,9,20189663,게이트,2018-02-28,609340500,622442500,73789,75432,208,2725
201809,10,20189861,더 포스트,2018-02-28,574746000,615855700,72658,77401,281,2850
201808,1,20170561,블랙 팬서,2018-02-14,11601219384,38641737102,1398906,4496609,1314,42041
201808,2,20168250,골든슬럼버,2018-02-14,2746272016,10977885598,344961,1327592,722,19291
201808,3,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,2413472861,19407392564,310716,2386716,726,17302
201808,4,20177946,월요일이 사라졌다,2018-02-22,2301045000,2302053000,267769,267895,355,4928
201808,5,20173436,셰이프 오브 워터: 사랑의 모양,2018-02-22,1359878655,1405260255,157591,162560,404,4503
201808,6,20180542,50가지 그림자: 해방,2018-02-21,1026138300,1026138300,116592,116592,213,4438
201808,7,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,618862200,3300753200,82317,404649,540,7746
201808,8,20078561,명탐정 코난:감벽의 관,2018-02-14,491775900,1688201900,68370,226287,399,3478
201808,9,20178672,패딩턴 2,2018-02-08,434829500,2183782600,60362,287876,270,2289
201808,10,20179985,코코,2018-01-11,441732500,27543458340,57691,3488960,324,2869
201807,1,20170561,블랙 팬서,2018-02-14,27023968718,27040517718,3095924,3097703,1620,37621
201807,2,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,9122229358,16993919703,1110555,2076000,1165,26779
201807,3,20168250,골든슬럼버,2018-02-14,8179192582,8231613582,976986,982631,833,17698
201807,4,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,2668853000,2681891000,320751,322332,627,9495
201807,5,20078561,명탐정 코난:감벽의 관,2018-02-14,1186550000,1196426000,156706,157917,487,3888
201807,6,20176104,그것만이 내 세상,2018-01-17,1173288400,27104676782,147594,3368262,692,7481
201807,7,20179985,코코,2018-01-11,1089572924,27101725840,136122,3431269,560,5211
201807,8,20178672,패딩턴 2,2018-02-08,761903900,1748953100,101332,227514,539,4431
201807,9,20150976,신과함께-죄와 벌,2017-12-20,529758200,115602220137,64161,14398110,440,2738
201807,10,20178126,인시디어스4: 라스트 키,2018-01-31,230517400,4271450364,29829,550239,424,2239
201806,1,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,7650421345,7871690345,935036,965445,1249,25188
201806,2,20176104,그것만이 내 세상,2018-01-17,3418586845,25931388382,428622,3220668,860,20402
201806,3,20179985,코코,2018-01-11,1978847800,26012152916,247543,3295147,680,10991
201806,4,20178126,인시디어스4: 라스트 키,2018-01-31,1254611500,4040932964,157186,520410,623,9851
201806,5,20150976,신과함께-죄와 벌,2017-12-20,1105307500,115072461937,137752,14333949,530,6931
201806,6,20168323,염력,2018-01-31,1005994855,7399043712,131150,978127,839,15594
201806,7,20178672,패딩턴 2,2018-02-08,934525200,987049200,120300,126182,629,5763
201806,8,20175054,메이즈 러너: 데스 큐어,2018-01-17,628626400,18791720504,79089,2285434,477,4439
201806,9,20178395,12 솔져스,2018-01-31,629631100,1694056000,75913,205651,211,4143
201806,10,20170590,1987,2017-12-27,329953400,58074931145,42827,7218231,417,3169
201805,1,20168323,염력,2018-01-31,6359316857,6393048857,843118,846977,1099,27983
201805,2,20176104,그것만이 내 세상,2018-01-17,6312045785,22512801537,814274,2792046,884,22189
201805,3,20179985,코코,2018-01-11,3747188700,24033305116,491374,3047604,814,14411
201805,4,20178126,인시디어스4: 라스트 키,2018-01-31,2783107464,2786321464,362846,363224,769,11487
201805,5,20175054,메이즈 러너: 데스 큐어,2018-01-17,1934530379,18163094104,252630,2206345,695,10312
201805,6,20150976,신과함께-죄와 벌,2017-12-20,1919374000,113967154437,247988,14196197,626,8846
201805,7,20170590,1987,2017-12-27,1137459100,57744977745,149471,7175404,586,6621
201805,8,20178395,12 솔져스,2018-01-31,1058744900,1064424900,129028,129738,206,4073
201805,9,20178230,커뮤터,2018-01-24,408640200,2228060955,54267,277445,521,4654
201805,10,20179228,마야2,2018-02-01,404245500,418505500,53660,55214,429,1943
201804,1,20176104,그것만이 내 세상,2018-01-17,8721095062,16200755752,1067403,1977772,956,24071
201804,2,20179985,코코,2018-01-11,5888043583,20286116416,753208,2556230,1025,17417
201804,3,20175054,메이즈 러너: 데스 큐어,2018-01-17,5646675862,16228563725,687759,1953715,971,22157
201804,4,20150976,신과함께-죄와 벌,2017-12-20,3247941800,112047780437,406085,13948209,704,12272
201804,5,20170590,1987,2017-12-27,2868579900,56607518645,357767,7025933,689,13675
201804,6,20178230,커뮤터,2018-01-24,1808417755,1819420755,221543,223178,575,10564
201804,7,20168161,1급기밀,2018-01-24,1263481000,1333325500,155662,164380,512,6901
201804,8,20179462,위대한 쇼맨,2017-12-20,321215200,10820308600,38807,1319279,144,1248
201804,9,20177473,비밥바룰라,2018-01-24,238360900,245160900,33733,34470,347,2798
201804,10,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,191471200,197681200,25443,26133,305,1406
201803,1,20175054,메이즈 러너: 데스 큐어,2018-01-17,10541082563,10581887863,1262230,1265956,1090,21097
201803,2,20179985,코코,2018-01-11,7391368137,14398072833,953047,1803022,1009,18965
201803,3,20176104,그것만이 내 세상,2018-01-17,7378459690,7479660690,898362,910369,861,17397
201803,4,20170590,1987,2017-12-27,7093717800,53738938745,881320,6668166,1042,22423
201803,5,20150976,신과함께-죄와 벌,2017-12-20,5513198900,108799838637,698078,13542124,948,17570
201803,6,20171909,쥬만지: 새로운 세계,2018-01-03,1283654723,13636619864,165659,1684650,632,7163
201803,7,20179462,위대한 쇼맨,2017-12-20,564591500,10499093400,68998,1280472,237,1821
201803,8,20177104,페르디난드,2018-01-03,178083400,3787134300,27245,523246,318,1306
201803,9,20176947,원더,2017-12-27,183718000,1604088045,24946,204774,95,962
201803,10,20173547,다운사이징,2018-01-11,178664900,1226029104,23387,148814,451,2609
201802,1,20170590,1987,2017-12-27,13797498013,46645220945,1697548,5786846,1122,30794
201802,2,20150976,신과함께-죄와 벌,2017-12-20,10715059400,103286639737,1341787,12844046,1182,29884
201802,3,20179985,코코,2018-01-11,6941628696,7006704696,843778,849975,1177,14907
201802,4,20171909,쥬만지: 새로운 세계,2018-01-03,5010559491,12352965141,624447,1518991,736,17258
201802,5,20177104,페르디난드,2018-01-03,983446600,3609050900,140234,496001,568,5535
201802,6,20179462,위대한 쇼맨,2017-12-20,1147426300,9934501900,139590,1211474,377,4057
201802,7,20173547,다운사이징,2018-01-11,1044014204,1047364204,125041,125427,511,5554
201802,8,20170402,강철비,2017-12-14,665143200,35370557666,85503,4436231,454,4028
201802,9,20176947,원더,2017-12-27,257383800,1420370045,32143,179828,149,1524
201802,10,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,170354400,172098400,21833,22051,390,2629
201801,1,20150976,신과함께-죄와 벌,2017-12-20,24221083905,92571580337,2962764,11502259,1644,42722
201801,2,20170590,1987,2017-12-27,17593718895,32847722932,2147221,4089298,1097,32523
201801,3,20171909,쥬만지: 새로운 세계,2018-01-03,7321310650,7342405650,891970,894544,791,15775
201801,4,20177104,페르디난드,2018-01-03,2613354300,2625604300,354109,355767,698,6439
201801,5,20170402,강철비,2017-12-14,2710516900,34705414466,336435,4350728,602,8281
201801,6,20179462,위대한 쇼맨,2017-12-20,2130048400,8787075600,257299,1071884,444,5713
201801,7,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,618265800,3735795500,83275,498530,417,1991
201801,8,20176947,원더,2017-12-27,530596545,1162986245,66005,147685,183,2247
201801,9,20176082,몬스터 패밀리,2017-12-21,386190500,2917373200,52538,394152,342,1332
201801,10,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,291952700,6140841300,38931,812674,195,1031
201752,1,20150976,신과함께-죄와 벌,2017-12-20,39580104963,68350496432,4980763,8539495,1912,52781
201752,2,20170590,1987,2017-12-27,15014107037,15254004037,1913914,1942077,1299,27490
201752,3,20170402,강철비,2017-12-14,6754445944,31994897566,857434,4014293,909,14158
201752,4,20179462,위대한 쇼맨,2017-12-20,3408317869,6657027200,422539,814585,658,8140
201752,5,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,1686902400,3117529700,225481,415255,614,4412
201752,6,20176082,몬스터 패밀리,2017-12-21,1405103200,2531182700,189933,341614,617,3688
201752,7,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,857785000,5848888600,113549,773743,389,1962
201752,8,20176947,원더,2017-12-27,608224700,632389700,78694,81680,178,2810
201752,9,20170443,스타워즈: 라스트 제다이,2017-12-14,749445300,8535886061,72280,946547,398,1644
201752,10,20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,242311100,279848900,31562,36450,191,1118
201751,1,20150976,신과함께-죄와 벌,2017-12-20,28688193269,28770391469,3548260,3558732,1887,38478
201751,2,20170402,강철비,2017-12-14,11906057606,25240451622,1511719,3156859,1390,29547
201751,3,20179462,위대한 쇼맨,2017-12-20,3227372331,3248709331,389625,392046,702,12157
201751,4,20170443,스타워즈: 라스트 제다이,2017-12-14,2146108475,7786440761,235220,874267,974,12228
201751,5,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,1420647300,1430627300,188603,189774,626,3379
201751,6,20176082,몬스터 패밀리,2017-12-21,1093868500,1126079500,147854,151681,583,2925
201751,7,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,750028600,4991103600,102043,660194,466,3345
201751,8,20174585,메리와 마녀의 꽃,2017-12-07,235233900,4004981539,33582,527015,404,1935
201751,9,20173581,기억의 밤,2017-11-29,230894400,10637399660,31636,1385195,474,2360
201751,10,20176022,더 크리스마스,2017-12-21,227355900,231193900,30958,31468,158,730
201750,1,20170402,강철비,2017-12-14,13321001016,13334394016,1643489,1645140,1426,23048
201750,2,20170443,스타워즈: 라스트 제다이,2017-12-14,5636322286,5640332286,638530,639047,1107,17040
201750,3,20165748,꾼,2017-11-22,2019190100,31130276495,270130,3992574,857,15051
201750,4,20173581,기억의 밤,2017-11-29,1860348300,10406505260,247958,1353559,718,12249
201750,5,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,1755829200,4241075000,233917,558151,661,7483
201750,6,20174585,메리와 마녀의 꽃,2017-12-07,1343844500,3769747639,183444,493433,615,9366
201750,7,20178581,오리엔트 특급 살인,2017-11-29,614409300,6577776863,83866,855662,529,5312
201750,8,20173693,어쌔신: 더 비기닝,2017-12-07,336675035,1554788600,48030,200817,479,5411
201750,9,20176367,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,304750900,311518900,39292,40142,207,1180
201750,10,20161762,반드시 잡는다,2017-11-29,218240100,3320141772,32075,445609,393,2569
201749,1,20165748,꾼,2017-11-22,5705004500,29111086395,726463,3722444,974,28424
201749,2,20173581,기억의 밤,2017-11-29,4187894135,8546156960,535853,1105601,759,21204
201749,3,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,2452903800,2485245800,320299,324234,803,5417
201749,4,20174585,메리와 마녀의 꽃,2017-12-07,2423927139,2425903139,309742,309989,751,9868
201749,5,20178581,오리엔트 특급 살인,2017-11-29,2191442635,5963367563,282935,771796,659,14700
201749,6,20173693,어쌔신: 더 비기닝,2017-12-07,1199292565,1218113565,150464,152787,528,7714
201749,7,20161762,반드시 잡는다,2017-11-29,1014405100,3101901672,137061,413534,551,9763
201749,8,20040695,이프 온리,2004-10-29,439070900,6540129500,54216,986996,158,3258
201749,9,20179942,러빙 빈센트,2017-11-09,389984261,2585053261,49642,325276,199,2259
201749,10,20167904,라라랜드,2016-12-07,337810761,29674238694,39389,3552086,247,1295
201748,1,20165748,꾼,2017-11-22,9921075047,23406081895,1306837,2995981,1275,37441
201748,2,20173581,기억의 밤,2017-11-29,4339598825,4358262825,566597,569748,751,16913
201748,3,20178581,오리엔트 특급 살인,2017-11-29,3762685928,3771924928,487760,488861,707,14549
201748,4,20161762,반드시 잡는다,2017-11-29,2036292572,2087496572,270275,276473,565,12099
201748,5,20168221,저스티스 리그,2017-11-15,994079100,14391184295,133211,1754580,676,10104
201748,6,20179942,러빙 빈센트,2017-11-09,573398600,2195069000,74323,275634,210,2917
201748,7,20040695,이프 온리,2004-10-29,578179600,6101058600,73150,932780,168,3215
201748,8,20175121,토르: 라그나로크,2017-10-25,536072600,38989715995,70512,4823188,428,3680
201748,9,20174622,해피 데스데이,2017-11-08,489641447,10927898602,66394,1372121,488,5879
201748,10,20175223,래빗 스쿨,2017-11-23,120543900,372958500,16556,50578,159,830
201747,1,20165748,꾼,2017-11-22,13201295348,13485006848,1655893,1689144,1314,33925
201747,2,20168221,저스티스 리그,2017-11-15,3810399346,13397105195,479457,1621369,1174,28043
201747,3,20174622,해피 데스데이,2017-11-08,2084610956,10438257155,267838,1305727,582,14549
201747,4,20175121,토르: 라그나로크,2017-10-25,1257766150,38453643395,160284,4752676,495,8061
201747,5,20179942,러빙 빈센트,2017-11-09,639965900,1621670400,79550,201311,202,2715
201747,6,20168754,7호실,2017-11-15,472202202,2581916639,63113,334220,480,7478
201747,7,20172742,범죄도시,2017-10-03,397635800,56179790849,49638,6861910,369,3438
201747,8,20172603,부라더,2017-11-02,232548900,11741448298,33467,1485834,487,3482
201747,9,20175223,래빗 스쿨,2017-11-23,246814600,252414600,33322,34022,314,1241
201747,10,20175441,채비,2017-11-09,177496400,1135032164,26321,156825,187,1411
201746,1,20168221,저스티스 리그,2017-11-15,9586705849,9586705849,1141912,1141912,1308,31791
201746,2,20174622,해피 데스데이,2017-11-08,4201440801,8353646199,531144,1037889,691,17666
201746,3,20175121,토르: 라그나로크,2017-10-25,2464812414,37195877245,309430,4592392,764,14164
201746,4,20168754,7호실,2017-11-15,2101706437,2109714437,270102,271107,629,13074
201746,5,20172603,부라더,2017-11-02,1277411700,11508899398,170001,1452367,657,11420
201746,6,20172742,범죄도시,2017-10-03,1086176400,55782155049,134982,6812272,524,6974
201746,7,20179942,러빙 빈센트,2017-11-09,561364000,981704500,71107,121761,272,2601
201746,8,20175441,채비,2017-11-09,389663800,957535764,55616,130504,480,3466
201746,9,20161681,미옥,2017-11-09,317892500,1880056664,43154,236016,531,5854
201746,10,20171024,너의 췌장을 먹고 싶어,2017-10-25,257832700,3538542000,32693,443834,163,1978
201745,1,20175121,토르: 라그나로크,2017-10-25,5862524300,34731064831,711922,4282962,962,26101
201745,2,20172603,부라더,2017-11-02,4317575562,10231487698,550804,1282366,831,23809
201745,3,20174622,해피 데스데이,2017-11-08,4149245398,4152205398,506375,506745,714,12629
201745,4,20172742,범죄도시,2017-10-03,2524485738,54695978649,308292,6677290,564,12355
201745,5,20161681,미옥,2017-11-09,1562039164,1562164164,192837,192862,635,11759
201745,6,20169643,침묵,2017-11-02,1288304600,3744410064,166287,468934,601,10325
201745,7,20175441,채비,2017-11-09,544697964,567871964,71801,74888,469,4402
201745,8,20171024,너의 췌장을 먹고 싶어,2017-10-25,541209600,3280709300,65594,411141,178,3199
201745,9,20179942,러빙 빈센트,2017-11-09,405340300,420340500,49059,50654,271,1814
201745,10,20175244,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,2017-11-09,289557600,312975600,38162,40711,370,1781
201744,1,20175121,토르: 라그나로크,2017-10-25,11175411057,28868540531,1356454,3571040,1456,42452
201744,2,20172603,부라더,2017-11-02,5758785336,5913912136,712294,731562,889,15490
201744,3,20172742,범죄도시,2017-10-03,4222330507,52171492911,523941,6368998,728,17665
201744,4,20169643,침묵,2017-11-02,2438073464,2456105464,300393,302647,634,10444
201744,5,20171024,너의 췌장을 먹고 싶어,2017-10-25,1191646500,2739499700,146584,345547,207,5103
201744,6,20173724,직쏘,2017-11-02,672990700,678366700,75984,76656,175,2837
201744,7,20173694,지오스톰,2017-10-19,395035493,8460735614,54348,1025322,483,4461
201744,8,20070454,원스,2007-09-20,176816500,1765644200,21826,255422,147,1642
201744,9,20164424,대장 김창수,2017-10-19,123753000,2851892115,18643,377071,338,1862
201744,10,20175208,뷰티풀 투모로우,2017-10-26,144339500,382773900,16885,43715,37,508
201743,1,20175121,토르: 라그나로크,2017-10-25,17692429474,17693129474,2214446,2214586,1640,41094
201743,2,20172742,범죄도시,2017-10-03,6914578446,47949162404,877865,5845057,914,23180
201743,3,20173694,지오스톰,2017-10-19,2098378054,8065700121,276216,970974,774,15088
201743,4,20171024,너의 췌장을 먹고 싶어,2017-10-25,1540631200,1547853200,198079,198963,218,4740
201743,5,20164424,대장 김창수,2017-10-19,687109100,2728139115,98203,358428,635,7995
201743,6,20165450,남한산성,2017-10-03,376171900,31068730392,51544,3826223,446,3518
201743,7,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,247090500,1234214100,37427,157991,137,2208
201743,8,20174142,아이 캔 스피크,2017-09-21,204499600,25403581386,34960,3258260,249,1375
201743,9,20175208,뷰티풀 투모로우,2017-10-26,238434400,238434400,26830,26830,47,363
201743,10,20173806,노 게임 노 라이프 -제로-,2017-10-19,161719300,512810000,20053,62123,82,938
201742,1,20172742,범죄도시,2017-10-03,10568796885,41034583958,1293726,4967192,1074,31501
201742,2,20173694,지오스톰,2017-10-19,5967322067,5967322067,694758,694758,854,15596
201742,3,20164424,대장 김창수,2017-10-19,2006023215,2041030015,256181,260225,748,11716
201742,4,20165450,남한산성,2017-10-03,1169014600,30692558492,157024,3774679,674,10656
201742,5,20175222,킹스맨: 골든 서클,2017-09-27,886087300,40806477436,111019,4922079,514,7018
201742,6,20174142,아이 캔 스피크,2017-09-21,587486500,25199081786,82114,3223300,498,5223
